STOP_NO,STOP_AREA,CODE,NAME,F_NODE,LINK_NO,INDEX
3145,181,3145,간촌,181,5128,1
3146,7411,3146,여차리회관,3430,7435,1
3147,7377,3147,진광횟집앞,53,742,2
3148,7440,3148,분오저수지,273,1568,1
3149,7437,3149,동막해변,3633,7638,1
3150,3633,3150,갯벌슈퍼,218,1626,2
3151,370,3151,로얄호텔,302,3638,3
3152,6902,3152,강서중학교,87,1312,1
3153,7075,3153,용진주택,485,3339,1
3154,7077,3154,용진주택,5060,9065,2
3155,1511,3155,인천공항TG(미정차),1069,4689,1
3156,6839,3156,덕화2리,195,2226,2
3157,6835,3157,강화수양관앞,195,2226,4
3158,195,3158,양사초등학교,195,2226,5
3159,6832,3159,양사우체국,195,2226,6
3160,6884,3160,하점면사무소,114,5521,4
3161,6881,3161,하점초등학교,175,1287,2
3162,6848,3162,철산리입구,221,2061,1
3163,209,3163,평화전망대,211,1335,1
3164,6818,3164,북성교회,162,3129,2
3165,162,3165,외뜰,162,3129,3
3166,7462,3166,돈대마을,382,1624,1
3167,4950,3167,양왕마을,174,4811,2
3168,7327,3168,양왕마을,204,2397,2
3169,152,3169,우물골,152,2625,2
3170,4685,3170,우물골,4685,8690,1
3171,53,3171,장곶돈대,53,742,1
3172,3482,3172,장곶돈대,3482,7487,1
3173,7541,3173,장안촌동쪽,383,1592,2
3174,7542,3174,경전말,498,1591,6
3175,7156,3175,중곡고개,294,7018,3
3176,7157,3176,중독고개,251,7123,2
3177,7349,3177,큰말,434,2053,2
3178,3749,3178,큰말,379,2054,2
3179,7130,3179,포도밭,351,2723,5
3180,7131,3180,포도밭,470,5727,3
3181,391,3181,풍물시장,411,3916,1
3182,6608,3182,인천국제공항,241,652,3
3183,151,3183,주택마을,151,182,2
3184,373,3184,수협,371,3341,1
3185,587,3185,잔다리삼거리,587,4250,1
3186,7012,3186,고인돌체육관앞,297,2406,1
3187,7011,3187,고인돌체육관앞,296,2403,2
3188,6363,3188,하나금융그룹통합데이터센터,6363,10368,1
3189,7281,3189,인천경로당앞,5955,9960,2
3190,7280,3190,인천경로당앞,45,5961,1
3191,6605,3191,인천공항T2-3층,203,501,1
3192,6604,3192,인천공항T2-B1층,193,500,2
3193,6607,3193,인천공항T2(6)B(1층),193,500,1
3194,4691,3194,서창JC(미정차),4691,8696,1
3195,7456,3195,밝게,365,1783,4
3196,3673,3196,밝게,302,1793,2
3197,6366,3197,두운1리마을회관앞,333,7000,1
3198,333,3198,두운1리마을회관앞,369,4793,2
3199,3042,3199,88JC(미정차),4319,8324,1
3200,3081,3200,가양대교남단(미정차),4184,8189,1
3201,7867,3201,가양대교남단(미정차),3912,7917,1
3202,7873,3202,88JC(미정차),3051,4106,1
3203,6960,3203,신삼1리마을회관,108,2613,1
3204,7320,3204,건평입구,5693,9698,1
3205,359,3205,야촌,359,4313,3
3206,7367,3206,조산,212,1644,1
3207,7503,3207,서두머리,359,4313,2
3208,7364,3208,조산교회,191,4924,1
3209,231,3209,양지촌,231,300,1
3210,277,3210,내촌,231,300,3
3211,7369,3211,고창촌입구,3857,7862,1
3212,7551,3212,오두리종점,498,1591,1
3213,7552,3213,안산마을,3622,7627,3
3214,273,3214,넘말,266,1437,2
3215,6987,3215,적두마을(월곳교회),491,1176,3
3216,437,3216,연미고개,491,2229,3
3217,7004,3217,장승마을,491,2229,4
3218,7005,3218,옥림교회,437,2230,2
3219,7007,3219,신왕마을,437,2230,1
3220,9257,3220,송내역,2808,5141,2
3221,8915,3221,신세계마트,1487,5779,2
3222,8587,3222,인하대역,1220,2936,1
3223,2854,3223,뒷방죽들,2841,6181,1
3224,6305,3224,뒷방죽들,2854,6911,1
3225,6963,3225,신당리마을회관,321,6956,1
3226,321,3226,신당리마을회관,285,6367,2
3227,345,3227,신당리동촌부락,321,3122,1
3228,6964,3228,신당리동촌부락,345,3123,1
3229,7001,3229,청송부락,419,3504,2
3230,367,3230,청송부락,367,5879,1
3231,7000,3231,대월초등학교,419,3504,1
3232,5605,3232,대월초등학교,5605,9610,1
3233,418,3233,강화산단입구,6044,10049,1
3234,6935,3234,솔정1리마을회관,6333,10338,1
3235,6934,3235,솔정1리마을회관,285,6367,1
3236,7009,3236,왕리물,437,6529,1
3237,7010,3237,왕리물,419,6065,2
3238,6860,3238,양오리저수지마을,257,25,2
3239,6859,3239,양오리저수지마을,3414,7419,1
3240,6855,3240,관곡마을,257,25,4
3241,6856,3241,관곡마을,214,687,2
3242,6858,3242,부대아래,257,25,5
3243,6857,3243,부대아래,214,687,1
3244,7143,3244,선원면사무소앞,351,6773,2
3245,350,3245,선원면사무소앞,350,6774,1
3246,7235,3246,동검리마을회관입구,511,4904,3
3247,483,3247,동검리마을회관입구,483,5061,1
3248,4947,3248,지랏돌,4947,8952,1
3249,155,3249,지랏돌,160,2399,2
3250,7420,3250,흥왕리,107,739,3
3251,7421,3251,흥왕리,150,4318,2
3252,2555,3252,이화동다리,2555,6395,1
3253,7940,3253,선주지다리,2599,838,1
3254,2666,3254,선주삼거리,2666,417,1
3255,7941,3255,선주지교회,2708,473,1
3256,2750,3256,선주지회차지,2749,1147,1
3257,2644,3257,이화2동마을회관,2644,461,1
3258,7937,3258,대우실업,2644,461,2
3259,2720,3259,이화2동회차지,2644,461,3
3260,7936,3260,이화1동입구,2520,290,1
3261,2538,3261,이화동노인정,2543,414,1
3262,7279,3262,해명초등학교앞,45,4291,1
3263,7278,3263,해명초등학교앞,34,4228,3
3264,7283,3264,인내마을,5955,9960,1
3265,7282,3265,인내마을,45,5961,2
3266,7284,3266,나무깨,45,5961,4
3267,7285,3267,나무깨,52,6393,2
3268,7258,3268,납섬입구,45,5961,3
3269,5955,3269,납섬입구,52,6393,1
3270,7256,3270,전득이고개입구,52,6905,1
3271,7257,3271,전득이고개입구,49,1171,4
3272,52,3272,농막골,52,6905,2
3273,7255,3273,농막골,49,1171,3
3274,7254,3274,석포리마을회관,52,6905,3
3275,9285,3275,석포리마을회관,49,1171,2
3276,6645,3276,예드림입구,4500,8505,1
3277,518,3277,예드림입구,518,2361,1
3278,6785,3278,인화성입구,35,882,1
3279,35,3279,인화성입구,3463,7468,1
3280,7540,3280,이규보묘입구,428,2015,1
3281,8998,3281,궁현사거리,1361,6662,2
3282,773,3282,북인천하부TG(미정차),4402,8407,1
3283,7250,3283,황골,151,182,3
3284,3320,3284,황골,127,184,2
3285,7415,3285,샛말,107,738,2
3286,7414,3286,샛말,3430,7435,3
3287,198,3287,소장전,198,1316,1
3288,7429,3288,소장전,6191,10196,1
3289,6577,3289,마시란,183,4466,3
3290,5956,3290,마시란,135,6394,1
3291,6300,3291,구능재,6300,10305,1
3292,7253,3292,구능재,49,1171,1
3293,49,3293,공개마을,49,6918,1
3294,7206,3294,공개마을,6311,10316,1
3295,40,3295,석모대교(황청리방향),40,4500,1
3296,6187,3296,석모대교(황청리방향),6187,10192,1
3297,7517,3297,효자교앞,324,1432,2
3298,6304,3298,효자교앞,305,6909,1
3299,7518,3299,신촌마을입구,324,1432,1
3300,324,3300,신촌마을입구,6304,10309,1
3301,3525,3301,석포항,3525,1216,1
3302,5825,3302,보문사,25,6204,1
3303,7177,3303,황청리종점,36,3053,1
3304,7311,3304,고능리공소,383,4554,6
3305,7312,3305,고능리공소,492,6740,2
3306,67,3306,인화1리마을회관,67,5981,2
3307,6792,3307,인화1리마을회관,6561,10566,1
3308,6996,3308,체육공원,5535,9540,1
3309,5535,3309,수광티티아이,5535,9540,2
3310,463,3310,세화파렛텍,5535,9540,3
3311,6994,3311,혜덕,463,743,1
3312,6995,3312,큐티엘,463,743,2
3313,6997,3313,풍산특수금속,463,743,3
3314,6998,3314,현대철강레이져,419,5777,1
3315,419,3315,현대철강레이져,463,743,4
3316,3465,3316,고염나무골,490,947,1
3317,490,3317,고염나무골,458,528,1
3318,516,3318,장촌마을,490,202,2
3319,8825,3319,운연역,2856,4977,1
3320,6862,3320,양오저수지입구,257,25,1
3321,6861,3321,양오저수지입구,3414,7419,2
3322,7265,3322,은당골,34,3969,3
3323,7266,3323,은당골,23,2869,4
3324,7295,3324,불은초등학교,369,4793,1
3325,7132,3325,신정1리마을회관,351,2723,6
3326,7128,3326,신지동마을회관,351,2723,4
3327,7171,3327,삼량중고등학교,69,3364,3
3328,85,3328,고려저수지입구,85,2377,1
3329,7176,3329,국촌,36,3053,2
3330,7173,3330,중촌,46,1630,1
3331,7043,3331,구하2리마을회관,46,1630,3
3332,7041,3332,구하2리마을회관,47,1632,1
3333,47,3333,평전,60,1628,2
3334,6978,3334,구하1리입구,60,1628,1
3335,60,3335,봉성(오상2리),3797,7802,2
3336,3797,3336,양구(오상1리),3797,7802,1
3337,7048,3337,저수지관리소,3850,7855,2
3338,7046,3338,오상리고인들,3850,7855,1
3339,3850,3339,고상골입구,89,2374,1
3340,6973,3340,농어촌공사앞,89,2184,1
3341,6974,3341,고상골,80,1769,3
3342,6975,3342,산화고개,3791,7796,1
3343,190,3343,능안,190,5133,1
3344,7505,3344,강남중교,359,4313,1
3345,4684,3345,어두,224,4314,2
3346,224,3346,하룩,212,1644,2
3347,7246,3347,외포1리,127,183,2
3348,7359,3348,공숙입구,164,6174,2
3349,7249,3349,야곡,151,182,4
3350,7293,3350,박공현,222,1795,6
3351,7340,3351,덕정가든,288,4292,3
3352,7336,3352,벌말,4673,8678,1
3353,4673,3353,중혈마을,4673,8678,2
3354,249,3354,메제미,222,1098,3
3355,7322,3355,산문입구,3383,7388,2
3356,7526,3356,마그네다리,406,1797,2
3357,7107,3357,창리,4952,8957,1
3358,7106,3358,창리,385,1776,1
3359,130,3359,생설미,134,2049,2
3360,6914,3360,양수장,38,1587,5
3361,6811,3361,마미,134,2306,3
3362,6809,3362,교산리입구,119,2225,1
3363,6810,3363,응곡,119,2225,2
3364,6828,3364,덕고개삼거리,141,2469,2
3365,6864,3365,당산리검문소,257,232,1
3366,6890,3366,신촌,175,1287,6
3367,6879,3367,하점공단,5380,9385,2
3368,5615,3368,오류내,220,5897,3
3369,211,3369,철곶,211,2060,1
3370,6846,3370,평화전망대,209,5030,1
3371,6820,3371,요곡,6365,10370,3
3372,7348,3372,연리입구,379,2054,1
3373,5703,3373,하늘채아파트,1597,6030,1
3374,218,3374,동막교회,198,1315,3
3375,6191,3375,흥왕상회,181,6747,1
3376,5139,3376,간촌,5139,9144,1
3377,7424,3377,흥암보건진료소,150,5129,1
3378,150,3378,미루지,107,739,2
3379,7416,3379,신광주유소,107,738,1
3380,107,3380,여차리회관,107,738,4
3381,7408,3381,장화교회앞,75,1014,1
3382,7376,3382,진광횟집앞,76,1018,1
3383,7898,3383,인천공항TG(미정차),1511,6512,1
3384,2942,3384,신천동,2942,3523,1
3385,241,3385,인천공항T1(3층7번),241,652,2
3386,7378,3386,내리교회,104,484,2
3387,7371,3387,대촌,5140,9145,1
3388,7147,3388,울레기,286,2897,1
3389,7047,3389,고인돌입구,103,1770,1
3390,68,3390,외포삼거리,68,2068,1
3391,7363,3391,탑재,182,2402,2
3392,46,3392,수촌,46,1630,2
3393,533,3393,초지삼거리,495,2901,3
3394,7317,3394,비선삼거리,174,2067,1
3395,174,3395,비선삼거리,151,181,3
3396,189,3396,탑재,189,4384,1
3397,7324,3397,산마을고등학교,158,497,2
3398,7027,3398,망월입구,48,1588,3
3399,3480,3399,장곶횟집,3480,7485,1
3400,82,3400,오상입구,60,1627,3
3401,6967,3401,오상입구,82,2193,1
3402,7409,3402,장화교회앞,53,982,5
3403,7425,3403,흥암보건진료소,181,5128,2
3404,3943,3404,동촌,108,2613,2
3405,6958,3405,천곡,3943,7948,1
3406,139,3406,천촌,194,187,3
3407,3941,3407,소동,3941,7946,1
3408,6954,3408,점촌,3941,7946,2
3409,6929,3409,사직(해나무),3860,7865,1
3410,3860,3410,백련사입구,219,2408,1
3411,269,3411,숭뢰2리,3630,7635,1
3412,3316,3412,임송촌,3316,7321,1
3413,6947,3413,우뢰촌,313,156,1
3414,6948,3414,곡촌,5681,9686,3
3415,6950,3415,교회앞,5681,9686,2
3416,6952,3416,신촌,5681,9686,1
3417,5681,3417,부대앞,268,5998,3
3418,6942,3418,호박골,268,5998,2
3419,6937,3419,송곡촌,3549,7554,1
3420,3549,3420,홍의삼거리,239,1334,2
3421,6920,3421,샘말,5928,9933,1
3422,5928,3422,서홍의입구,220,6349,1
3423,6880,3423,하점공단,219,2220,1
3424,6852,3424,덕하교앞,257,232,4
3425,6910,3425,요골,3757,7762,2
3426,6915,3426,양수장,3757,7762,1
3427,6917,3427,창후1리마을회관,72,2077,3
3428,6919,3428,사촌,72,2077,2
3429,6888,3429,신봉이발관,175,1287,5
3430,48,3430,망월종점,3798,7803,3
3431,7026,3431,망월입구,81,1589,1
3432,6961,3432,신삼1리마을회관,139,189,3
3433,108,3433,동촌,139,189,2
3434,6957,3434,천촌,139,2611,1
3435,194,3435,사직(해나무),194,188,1
3436,7013,3436,강화아시아드BMX경기장,312,950,2
3437,7049,3437,신삼리입구,78,2185,1
3438,7021,3438,명신초등학교,96,2064,2
3439,7019,3439,소나무,96,2064,1
3440,6955,3440,점촌,194,187,1
3441,6928,3441,백련사입구,194,188,2
3442,285,3442,전원미술관앞,285,5004,1
3443,3888,3443,솔정마을,3888,7893,1
3444,6897,3444,검문소,106,2278,1
3445,6893,3445,신봉삼거리,3753,7758,1
3446,114,3446,곡촌,175,1287,4
3447,7069,3447,청소년수련관,507,2881,1
3448,507,3448,청소년수련관,6194,10199,1
3449,7052,3449,강화산성서문,314,4874,1
3450,7053,3450,강화산성서문,318,3126,1
3451,7072,3451,용정마을회관,504,4575,1
3452,452,3452,경흥빌라,452,1788,2
3453,235,3453,인천공항T1-3층,241,652,4
3454,7059,3454,중앙시장.고려궁지입구,330,3344,3
3455,7045,3455,고상골입구,103,1770,3
3456,6971,3456,내가초등학교,85,2377,2
3457,66,3457,외포리,68,2051,1
3458,7178,3458,항청리종점,46,1629,3
3459,7044,3459,구하2리마을회관,47,1631,1
3460,3635,3460,구하1리입구,3635,7640,1
3461,6966,3461,양구(오상1리),60,1627,2
3462,6969,3462,오상입구,82,2277,1
3463,5805,3463,능안,5805,9810,1
3464,7328,3464,인산저수지,204,2397,1
3465,7401,3465,내촌,277,496,1
3466,7449,3466,행자골,255,391,5
3467,217,3467,서문안,204,2398,2
3468,4021,3468,돌성,249,2899,1
3469,7384,3469,대흥,212,1644,3
3470,7365,3470,조산초등학교,5023,9028,1
3471,4464,3471,건평마을회관,115,3884,1
3472,4020,3472,메제미,249,2898,1
3473,7127,3473,선원사,351,2723,3
3474,5502,3474,선원사초입,5502,9507,2
3475,7141,3475,지산리입구,6212,10217,1
3476,4941,3476,이촌,4941,8946,2
3477,7102,3477,마을회관,468,4795,3
3478,7103,3478,송림빌라,468,4795,4
3479,5604,3479,보건소,375,5878,1
3480,342,3480,장애인종합복지관,342,5804,1
3481,9286,3481,길직리입구,5723,9728,3
3482,7520,3482,산촌마을,324,6908,1
3483,7522,3483,교회앞,6303,10308,1
3484,7305,3484,호세요양원,310,1174,1
3485,9287,3485,길직리입구,3735,7740,1
3486,9284,3486,예비군훈련장,310,1720,1
3487,305,3487,헤나무,283,6101,1
3488,7515,3488,곤능,224,6046,4
3489,7514,3489,문현,283,6047,2
3490,7389,3490,어두마을,5714,9719,1
3491,5714,3491,가톨릭대,5714,9719,2
3492,6941,3492,호박골사거리,268,5998,1
3493,6940,3493,호박골사거리,268,1333,1
3494,6814,3494,생설미입구,134,2306,1
3495,6891,3495,신봉삼거리,106,2280,1
3496,6892,3496,신봉삼거리,114,3437,1
3497,551,3497,광성오리,526,1698,3
3498,526,3498,솔정마을,526,5170,3
3499,7530,3499,솔정정미소,444,6901,1
3500,7558,3500,향나무골,444,2773,6
3501,7553,3501,안산마을,498,1591,2
3502,7297,3502,장안마을,498,1591,7
3503,7531,3503,솔정정미소,526,5170,4
3504,5380,3504,강화역사박물관(고인돌),5380,9385,1
3505,6882,3505,각곡,175,1287,1
3506,3794,3506,성경,3794,7799,1
3507,6906,3507,창후리입구,72,2188,1
3508,7024,3508,다운,80,1768,1
3509,78,3509,신삼리입구,81,1177,1
3510,6815,3510,생설미입구,134,6998,1
3511,6813,3511,생설미입구,134,2049,1
3512,208,3512,덕화3리마을회관,195,1723,2
3513,141,3513,고향산천,141,2232,1
3514,6789,3514,송산삼거리,55,2282,1
3515,6875,3515,도간마을,225,4806,6
3516,6923,3516,홍의삼거리,268,1333,3
3517,3383,3517,산마을고등학교,3383,7388,1
3518,5382,3518,하점우체국,175,5523,1
3519,6932,3519,송해삼거리,296,2404,2
3520,3669,3520,다운1리,80,1768,2
3521,7023,3521,다운,81,1589,3
3522,7018,3522,다운마을,96,1664,1
3523,7016,3523,신삼2리마을회관,3942,7947,1
3524,6959,3524,천곡,139,189,1
3525,6956,3525,소동,194,187,2
3526,6905,3526,창후리입구,87,1311,3
3527,101,3527,이강리방앗간,101,1313,1
3528,6885,3528,하점면사무소,175,1287,3
3529,5381,3529,하점초등학교,5381,9386,1
3530,175,3530,하점우체국,185,5522,1
3531,7088,3531,낚시터매점,251,1771,3
3532,251,3532,청련사입구,251,1771,2
3533,7094,3533,국화리야영장앞,251,1789,1
3534,207,3534,고비고개정상,251,1789,2
3535,7221,3535,황산도관광밸트,594,509,1
3536,581,3536,관광밸트입구,594,509,2
3537,7222,3537,관광밸트입구,523,1606,2
3538,594,3538,황산도관광밸트,4300,8305,1
3539,5014,3539,동검리입구,5014,9019,1
3540,6908,3540,창후정미소,72,2077,1
3541,7230,3541,동검리입구,510,1831,1
3542,239,3542,샘말,239,3575,1
3543,6943,3543,호박골,313,2305,6
3544,6944,3544,부대앞,313,2305,5
3545,6949,3545,곡촌,313,2305,2
3546,313,3546,우뢰촌,313,2305,1
3547,7050,3547,진고개(5연대입구),312,950,1
3548,257,3548,당산리,257,232,2
3549,6866,3549,자연사박물관,258,1785,1
3550,246,3550,화문석문화관,246,4788,1
3551,6868,3551,양오2리경로당,5379,9384,3
3552,6870,3552,양오1리마을회관,5379,9384,2
3553,5379,3553,김지곡,5379,9384,1
3554,6872,3554,인천대검도수련원,186,5519,4
3555,6886,3555,곡촌,114,5521,3
3556,6887,3556,신봉이발관,114,5521,2
3557,6889,3557,신촌,114,5521,1
3558,6911,3558,막촌,38,1587,2
3559,6907,3559,창후정미소,38,1587,8
3560,6831,3560,상덕현삼거리,4079,8084,1
3561,6894,3561,신봉삼거리,114,2062,1
3562,3418,3562,동광리,3418,7423,1
3563,7535,3563,황골마을,4124,8129,3
3564,7556,3564,북성마을,444,2773,7
3565,206,3565,산문종점,158,497,3
3566,7388,3566,어두마을,224,6046,2
3567,7387,3567,가톨릭대,224,6046,1
3568,3655,3568,하룩,224,1717,2
3569,7524,3569,색동원앞,412,1719,1
3570,5723,3570,호국교육원,5723,9728,1
3571,5699,3571,재활용품수집장,5699,9704,1
3572,7291,3572,도장재마을,329,3476,2
3573,5698,3573,삼동암리마을회관,5698,9703,1
3574,7343,3574,옹장골,222,1795,5
3575,7341,3575,덕정가든,222,1795,4
3576,7338,3576,하우스앞,288,4292,4
3577,7337,3577,벌말,222,1795,2
3578,7335,3578,중혈마을,222,1795,1
3579,7332,3579,농도원,4020,8025,2
3580,7148,3580,울레기,5724,9729,2
3581,7244,3581,외주,68,2068,3
3582,458,3582,돌산밑,454,724,1
3583,6611,3583,인천공항T1(1층2A),248,83,1
3584,7115,3584,명진부페,342,5804,3
3585,7117,3585,남산리,5554,9559,1
3586,7151,3586,충렬사,5554,9559,2
3587,6450,3587,황련사입구,6450,10455,1
3588,7092,3588,시리미,251,7123,1
3589,6979,3589,망월3리,48,1588,1
3590,3798,3590,윗망월,3798,7803,1
3591,4898,3591,산우리고개,131,4704,1
3592,7167,3592,고천교,133,3885,2
3593,7165,3593,고천3리마을회관,5030,9035,1
3594,7162,3594,속아지,140,826,1
3595,7161,3595,궁골,4080,8085,2
3596,4080,3596,적석사입구,4080,8085,1
3597,7159,3597,독장골,207,3056,1
3598,7095,3598,국화리야영장앞,4081,8086,1
3599,3907,3599,낚시터매점,300,2505,2
3600,300,3600,국화맨션,5726,9731,1
3601,514,3601,오두돈대,514,3720,2
3602,494,3602,더리미경로당,494,3366,1
3603,7068,3603,갑곶돈대.강화전쟁박물관,506,1772,1
3604,7067,3604,갑곶돈대입구,509,1773,1
3605,7071,3605,용정마을회관,452,1788,3
3606,4816,3606,경흥빌라,4816,8821,1
3607,7073,3607,갑륭초교,4816,8821,2
3608,7078,3608,현대슈퍼,452,5762,1
3609,7079,3609,설호아파트,443,6168,1
3610,3858,3610,진고개(5연대입구),297,2405,2
3611,7014,3611,고인돌체육관(태권도경기장),297,2405,1
3612,296,3612,송해교회,5064,9069,1
3613,6933,3613,송해삼거리,285,5003,1
3614,6931,3614,전원미술관앞,5615,9620,1
3615,6930,3615,오류내,285,5004,2
3616,6924,3616,파라다이스공원,220,5897,2
3617,7020,3617,명신초등학교,80,2071,1
3618,3756,3618,소나무,3756,7761,1
3619,7017,3619,다운마을,3942,7947,2
3620,96,3620,신삼2리마을회관,96,1664,2
3621,5821,3621,한가라지고개,18,6200,2
3622,7038,3622,한가라지고개,23,5179,4
3623,7039,3623,한가라지입구,23,5179,3
3624,7040,3624,한가라지입구,18,6200,3
3625,23,3625,해암약수,23,5179,2
3626,7188,3626,해암약수,5821,9826,1
3627,7197,3627,석모도미네랄온천,23,5179,1
3628,7196,3628,석모도미네랄온천,5821,9826,2
3629,7198,3629,보무기,4512,8517,1
3630,6899,3630,하점순복음교회,3820,7825,1
3631,7182,3631,망양돈대,63,3729,2
3632,7183,3632,망양돈대,4502,8507,2
3633,6837,3633,명보주택앞,195,2226,3
3634,6654,3634,잔다리삼거리,589,4249,1
3635,549,3635,금산경로당,549,1404,1
3636,3699,3636,금산경로당,3699,7704,1
3637,905,3637,국제업무지구역,891,6696,1
3638,7199,3638,보무기,23,2869,1
3639,4512,3639,내건너,34,3969,5
3640,34,3640,내건너,23,2869,2
3641,7264,3641,웃말,34,3969,4
3642,7263,3642,웃말,23,2869,3
3643,7268,3643,삼산군립어린이집,34,3969,2
3644,7267,3644,삼산군립어린이집,23,2869,5
3645,7269,3645,매음1리마을회관,34,3969,1
3646,7270,3646,매음1리마을회관,23,2869,6
3647,7274,3647,어류정입구,4672,8677,1
3648,7273,3648,어류정입구,34,4228,1
3649,4672,3649,리안월드입구,45,4291,2
3650,45,3650,리안월드입구,34,4228,2
3651,6925,3651,파라다이스공원,285,5004,3
3652,6871,3652,김지곡,225,4806,3
3653,4674,3653,석산,44,4293,1
3654,55,3654,전들,55,2282,2
3655,6790,3655,매제미고개,61,6947,1
3656,6798,3656,윗말,94,2443,1
3657,6800,3657,신포입구,102,2407,3
3658,8497,3658,다리목,102,2407,1
3659,7158,3659,독장골,140,826,4
3660,140,3660,적석사입구,140,826,3
3662,7083,3662,강화문화원.종합전시관,371,3341,2
3663,7084,3663,강화문화원.종합전시관,373,3342,1
3664,7082,3664,강화터미널,377,393,1
3665,7163,3665,속아지,4080,8085,3
3666,131,3666,고천교,103,2224,2
3667,7168,3667,산우리고개,103,2224,1
3668,7529,3668,은하목장앞,4124,8129,4
3669,7555,3669,오성교회,498,3172,1
3670,3622,3670,능촌입구,383,1592,3
3671,7298,3671,장안마을,383,1592,1
3672,7233,3672,택리,487,5823,1
3673,487,3673,택리교회,510,5280,1
3674,572,3674,황산도입구,562,1605,1
3675,7562,3675,광성오리,551,1699,1
3676,521,3676,화도돈대,521,4592,1
3677,7099,3677,더리미장어마을,505,2300,1
3678,7313,3678,고능종점(지래),492,6740,1
3679,7309,3679,사슴농장,383,4554,5
3680,7307,3680,아침가리마을회관,383,4554,3
3681,7301,3681,조광교회입구,383,4554,2
3682,7299,3682,두두미마을,383,4554,1
3683,7567,3683,덕진사거리,526,5170,1
3684,7563,3684,솔정,6297,10302,2
3685,6297,3685,솔정마을,6297,10302,1
3686,4686,3686,돈대모루,4686,8691,1
3687,7413,3687,여차리,107,738,3
3688,7404,3688,장화리학생수련원,53,982,3
3689,75,3689,버드러지,53,982,2
3690,76,3690,선수여객선착장,76,1172,1
3691,7374,3691,후포항입구,104,507,2
3692,7372,3692,선수,104,507,1
3693,7448,3693,이건창생가,290,1503,3
3694,7443,3694,정수사입구,3591,7596,3
3695,7439,3695,넘말,273,7003,1
3696,7434,3696,하얀집민박,218,1626,1
3697,3632,3697,해오름민박,3632,7637,1
3698,7427,3698,마니산상회,198,1316,3
3699,7422,3699,장안,107,739,4
3700,7418,3700,돈대모루,107,739,1
3701,2852,3701,꿈에그린아파트,2852,1297,1
3702,5909,3702,정다운그린빌,2757,6321,1
3703,8829,3703,임광그대가103동,2712,6320,1
3704,8215,3704,북항입구,1187,1885,1
3705,8876,3705,하나아파트,5836,9841,1
3706,6827,3706,양사면사무소,141,2469,3
3707,134,3707,목장앞,3828,7833,1
3708,6365,3708,구북성초교,134,6998,2
3709,7494,3709,초지삼거리,535,4401,1
3710,7491,3710,신촌,558,1700,1
3711,558,3711,초지큰말,558,1700,2
3712,7231,3712,동검상회,511,4904,1
3713,7564,3713,솔정,526,5170,2
3714,4124,3714,신현노인회관,4124,8129,2
3715,7557,3715,북성마을,498,3172,2
3716,7550,3716,오두리종점,3622,7627,4
3717,369,3717,불은초등학교,6366,10371,1
3718,7310,3718,사슴농장,492,6740,3
3719,492,3719,고잔마을,383,4554,4
3720,7302,3720,조광교회입구,6186,10191,2
3721,7296,3721,고능리입구,383,1784,1
3722,7565,3722,봉골,526,1698,2
3723,4829,3723,오두돈대,4829,8834,1
3724,7139,3724,용당사터,521,2718,1
3725,7450,3725,행자골,290,1503,2
3726,3591,3726,함허동천,3591,7596,2
3727,204,3727,인산저수지,4950,8955,1
3728,7331,3728,농도원,222,1098,1
3729,3634,3729,수촌,3634,7639,1
3730,7247,3730,누촌,3321,7326,1
3731,7251,3731,서성,3320,7325,1
3732,7344,3732,돌성,286,2896,2
3733,7241,3733,외포고개,93,4504,2
3734,6189,3734,내가초등학교,6189,10194,1
3735,388,3735,옥림슈퍼,388,2228,2
3736,504,3736,용정리종점,452,1788,4
3737,7074,3737,갑륭초교,452,1788,1
3738,509,3738,갑곶돈대입구,506,1772,2
3739,3670,3739,갑곶돈대.강화전쟁박물관,509,1773,2
3740,7136,3740,더리미경로당,505,2237,1
3741,7135,3741,도감말,470,5727,1
3742,7133,3742,신정1리마을회관,470,5727,2
3743,7129,3743,신지동마을회관,470,5727,4
3744,7126,3744,선원사,5502,9507,1
3745,7142,3745,지산리입구,351,6773,1
3746,7134,3746,도감말,351,2723,7
3747,7125,3747,선원사초입,351,2723,2
3748,314,3748,강화고등학교,308,3125,2
3749,7086,3749,저수지휴게소,251,1771,4
3750,7089,3750,청련사입구,3907,7912,1
3751,7100,3751,이촌,468,4795,2
3752,7105,3752,고시기(가재골),468,4795,1
3753,7101,3753,마을회관,4941,8946,1
3754,385,3754,송림빌라,385,4796,1
3755,7351,3755,금월리종점,3749,7754,2
3756,5097,3756,동검도삼거리,5097,9102,1
3757,5098,3757,장흥리종점,510,5063,1
3758,7460,3758,선두4리마을회관,3673,7678,2
3759,365,3759,수양관,365,1783,2
3760,7458,3760,치마바위,365,1783,3
3761,7546,3761,오두마을입구,3622,7627,2
3762,7559,3762,향나무골,498,3172,3
3763,7560,3763,능곡마을회관,498,3172,4
3764,7225,3764,장흥삼거리,523,1781,1
3765,7479,3765,한수조경,439,1613,3
3766,432,3766,길상낚시터,439,4280,2
3767,7453,3767,동들머리,4634,8639,1
3768,7454,3768,선동,365,1783,5
3769,7237,3769,산뒤,3684,7689,1
3770,510,3770,장흥리종점,523,5062,1
3771,7236,3771,동검리종점,511,4904,4
3772,7227,3772,장흥낚시터,3671,7676,1
